"filename", "language", "Markdown", "Python", "JSON", "pip requirements", "Ini", "comment", "blank", "total"
"d:\project\steam-mod-manager\tests\test_phase8_manifest_rebuild.py", "Python", 0, 229, 0, 0, 0, 3, 35, 267
"d:\project\steam-mod-manager\tests\test_phase9_asset_lifecycle.py", "Python", 0, 190, 0, 0, 0, 1, 41, 232
"d:\project\steam-mod-manager\tests\test_platform_display_consistency.py", "Python", 0, 129, 0, 0, 0, 2, 24, 155
"d:\project\steam-mod-manager\tests\test_platform_identity_audit.py", "Python", 0, 92, 0, 0, 0, 8, 15, 115
"d:\project\steam-mod-manager\tests\test_platform_metadata_display.py", "Python", 0, 154, 0, 0, 0, 1, 199, 354
"d:\project\steam-mod-manager\tests\test_platform_metadata_ui.py", "Python", 0, 153, 0, 0, 0, 1, 202, 356
"d:\project\steam-mod-manager\tests\test_platform_persistence.py", "Python", 0, 142, 0, 0, 0, 1, 22, 165
"d:\project\steam-mod-manager\tests\test_platform_ui.py", "Python", 0, 103, 0, 0, 0, 1, 20, 124
"d:\project\steam-mod-manager\tests\test_presence_reconcile.py", "Python", 0, 379, 0, 0, 0, 4, 55, 438
"d:\project\steam-mod-manager\tests\test_project_layout_governance.py", "Python", 0, 55, 0, 0, 0, 1, 23, 79
"d:\project\steam-mod-manager\tests\test_projection_notify_granularity.py", "Python", 0, 158, 0, 0, 0, 1, 34, 193
"d:\project\steam-mod-manager\tests\test_projection_notify_thread.py", "Python", 0, 259, 0, 0, 0, 2, 51, 312
"d:\project\steam-mod-manager\tests\test_proxy_resolver.py", "Python", 0, 219, 0, 0, 0, 1, 41, 261
"d:\project\steam-mod-manager\tests\test_published_id_index.py", "Python", 0, 34, 0, 0, 0, 5, 7, 46
"d:\project\steam-mod-manager\tests\test_rar_extract.py", "Python", 0, 175, 0, 0, 0, 4, 55, 234
"d:\project\steam-mod-manager\tests\test_readable_snapshot.py", "Python", 0, 268, 0, 0, 0, 6, 33, 307
"d:\project\steam-mod-manager\tests\test_redeploy_cleanup.py", "Python", 0, 99, 0, 0, 0, 2, 22, 123
"d:\project\steam-mod-manager\tests\test_refresh_button_ux.py", "Python", 0, 179, 0, 0, 0, 5, 48, 232
"d:\project\steam-mod-manager\tests\test_refresh_deploy_isolation.py", "Python", 0, 215, 0, 0, 0, 3, 31, 249
"d:\project\steam-mod-manager\tests\test_refresh_title_display.py", "Python", 0, 127, 0, 0, 0, 9, 27, 163
"d:\project\steam-mod-manager\tests\test_registration_removal_safety.py", "Python", 0, 248, 0, 0, 0, 20, 46, 314
"d:\project\steam-mod-manager\tests\test_relative_status_cleanup.py", "Python", 0, 266, 0, 0, 0, 11, 384, 661
"d:\project\steam-mod-manager\tests\test_repository_hygiene_contract.py", "Python", 0, 105, 0, 0, 0, 7, 23, 135
